id,question,category,source
1852,What educational opportunity do you wish you had been given in school?,education,database_export
1853,How did your socioeconomic background affect your educational experience?,education,database_export
1855,How did extracurricular activities contribute to your overall education?,education,database_export
1861,How did technology change your educational experience compared to previous generations?,education,database_export
1866,What life skill do you wish had been taught in school that wasn't?,education,database_export
1869,How did presentations and public speaking requirements in school affect you?,education,database_export
1871,How did your school's approach to arts education influence your creativity?,education,database_export
1873,How did physical education classes impact your relationship with your body and health?,education,database_export
1874,What was the most valuable criticism or feedback you received from a teacher?,education,database_export
1878,What was the most intellectually stimulating classroom discussion you remember?,education,database_export
1881,How did your school's library influence your love of learning and reading?,education,database_export
1882,What was the most challenging ethical dilemma you faced in an academic setting?,education,database_export
1885,How did your school's dress code or uniform policy affect your self-expression?,education,database_export
1888,What was your experience with student government or leadership opportunities?,education,database_export
1889,How did summer breaks and school holidays affect your learning continuity?,education,database_export
1895,How did your school experience influence your career aspirations and life goals?,education,database_export
1900,"Do you learn better alone or in groups, and why?",education,database_export
1902,What's your preferred method for memorizing important information?,education,database_export
1903,How do you adapt your learning style when the material doesn't suit your preferences?,education,database_export
1905,How do you prefer to receive feedback on your learning progress?,education,database_export
1906,What physical environment helps you learn most effectively?,education,database_export
1910,What's your approach to learning from mistakes and failures?,education,database_export
1912,What role does teaching others play in solidifying your own learning?,education,database_export
1913,How do you prefer to organize and store information for future reference?,education,database_export
1915,How do you incorporate hands-on practice into your learning process?,education,database_export
1916,What role do questions play in how you approach new learning material?,education,database_export
1918,What's your approach to learning skills versus learning facts?,education,database_export
1919,How do you handle the frustration of not understanding something immediately?,education,database_export
1920,What role does sleep and rest play in your learning and memory consolidation?,education,database_export
1926,What's your approach to learning abstract concepts versus concrete skills?,education,database_export
1927,How do you handle different learning paces when studying with others?,education,database_export
1928,What role does curiosity play in directing your learning interests?,education,database_export
1934,What's your relationship with technology as a learning tool?,education,database_export
1935,How do you handle learning styles that conflict with teaching methods?,education,database_export
1939,How do you handle the plateau phases in learning where progress seems slow?,education,database_export
1945,How has your learning style evolved throughout your life?,education,database_export
1948,How did a teacher change your perspective on a subject you previously disliked?,education,database_export
1950,How did a teacher help you discover a hidden talent or strength?,education,database_export
1951,What mentor outside of school has been most influential in your development?,education,database_export
1958,How did a teacher demonstrate the practical application of their subject?,education,database_export
1961,What was the most personalized attention you received from a teacher?,education,database_export
1967,What mentor taught you the most about work-life balance and priorities?,education,database_export
1972,How did a mentor help you develop critical thinking skills?,education,database_export
1973,What was the most valuable feedback you received about your strengths and weaknesses?,education,database_export
1975,What mentor taught you the most about leadership and responsibility?,education,database_export
1977,What was the most practical skill a mentor taught you outside of formal education?,education,database_export
1978,How did a teacher handle your questions and curiosity about topics beyond the curriculum?,education,database_export
1979,What mentor helped you navigate the politics and social dynamics of your field?,education,database_export
1983,What mentor taught you the most about ethics and moral decision-making?,education,database_export
1986,How did a mentor help you navigate failure or setbacks in your career?,education,database_export
1987,What teacher made the biggest impact on your social and emotional development?,education,database_export
1988,How did a mentor help you balance ambition with contentment?,education,database_export
1991,What teacher demonstrated the most effective classroom management style?,education,database_export
1992,How has a mentor continued to influence your decisions long after your formal relationship ended?,education,database_export
1993,What was the most challenging but valuable assignment or project a teacher gave you?,education,database_export
1997,How did your relationship with reading develop throughout your childhood?,education,database_export
1999,How do you decide which books are worth your time and attention?,education,database_export
2007,How do you choose between breadth and depth in your reading habits?,education,database_export
2010,What was the most intellectually stimulating book discussion you've had with others?,education,database_export
2012,What book taught you the most about yourself?,education,database_export
2013,"How do you balance reading fiction versus non-fiction, and why?",education,database_export
2014,What was the most prescient or prophetic book you've read?,education,database_export
2015,"How do you approach reading books that are considered ""classics"" but feel outdated?",education,database_export
2016,What book helped you through a difficult period in your life?,education,database_export
2017,How do you decide when to abandon a book versus pushing through?,education,database_export
2022,"What was the most controversial book you've read, and how did it affect your thinking?",education,database_export
2024,What book taught you something practical that you still use today?,education,database_export
2027,How do you approach reading books that are significantly above or below your reading level?,education,database_export
2028,What book introduced you to a new genre that became a favorite?,education,database_export
2031,How do you approach reading books when you already know the ending?,education,database_export
2032,What book taught you the most about empathy and understanding others?,education,database_export
2037,How do you balance reading for personal interest versus professional development?,education,database_export
2040,What book made you question fundamental assumptions about reality or society?,education,database_export
2042,What was the most therapeutic or healing book you've read?,education,database_export
2043,How do you approach reading books that are part of ongoing cultural or political conversations?,education,database_export
2048,How do you distinguish between information and true understanding?,education,database_export
2050,How do you handle the realization that something you believed was incorrect?,education,database_export
2051,What's the most valuable thing you learned from someone much younger than you?,education,database_export
2053,"What area of knowledge do you feel most confident about, and why?",education,database_export
2055,What's something everyone seems to know but you've never understood?,education,database_export
2056,How do you decide which sources of information to trust?,education,database_export
2060,How do you approach learning about topics that are constantly changing?,education,database_export
2063,What's the most practical wisdom you've gained from life experience?,education,database_export
2067,What's the most counterintuitive thing you've learned to be true?,education,database_export
2068,How do you approach ancient wisdom versus modern scientific understanding?,education,database_export
2074,How do you handle the responsibility that comes with having specialized knowledge?,education,database_export
2075,What's something you once knew well but have since forgotten or lost touch with?,education,database_export
2076,How do you approach knowledge that challenges your cultural or personal identity?,education,database_export
2077,What's the most profound insight you've had that seemed obvious in retrospect?,education,database_export
2078,How do you balance breadth of knowledge with depth of expertise?,education,database_export
2079,What knowledge do you wish was more widely shared or understood?,education,database_export
2080,How do you approach learning about topics that are politically or socially charged?,education,database_export
2081,What's something you thought was simple until you tried to master it?,education,database_export
2083,What wisdom have you gained about when to trust your intuition versus analytical thinking?,education,database_export
2084,How do you approach knowledge that seems to contradict your personal experience?,education,database_export
2085,What's the most important thing you've learned about the process of learning itself?,education,database_export
2094,How do you handle the loneliness that can come with specialized or uncommon knowledge?,education,database_export
2099,"How do you find meaning in everyday, mundane activities?",education,database_export
2100,What role does suffering play in creating a meaningful life?,education,database_export
2102,What do you think happens to consciousness after death?,education,database_export
2103,How do you handle the apparent randomness and unfairness of life?,education,database_export
2104,What's your philosophy about the role of individual versus collective responsibility?,education,database_export
2105,How do you define a life well-lived?,education,database_export
2115,How do you find hope in the face of global problems and challenges?,education,database_export
2117,How do you handle the brevity of life and the vastness of the universe?,education,database_export
2121,How do you define success in life beyond career and financial achievements?,education,database_export
2124,What's your perspective on whether humans are meant to be happy?,education,database_export
2127,How do you handle the gap between your ideals and your actual behavior?,education,database_export
2129,How do you approach the question of what you owe to past and future generations?,education,database_export
2130,What do you believe about the relationship between reason and emotion in living well?,education,database_export
2131,How do you find meaning in a universe that science suggests is indifferent?,education,database_export
2138,What do you believe about the role of community versus solitude in human flourishing?,education,database_export
2142,What role does mystery and the unknown play in your life philosophy?,education,database_export
2145,How would you want your life philosophy to be summarized if you had to do so in one sentence?,education,database_export
2147,What ethical principle guides most of your major life decisions?,education,database_export
2148,How do you handle situations where legal and ethical requirements conflict?,education,database_export
2149,What's the most difficult moral dilemma you've faced in your personal life?,education,database_export
2150,How do you approach the balance between individual rights and collective good?,education,database_export
2153,What's your approach to situations where all available choices seem morally problematic?,education,database_export
2155,What role does empathy play in your moral decision-making process?,education,database_export
2157,What's your approach to moral issues where cultural perspectives differ significantly?,education,database_export
2159,What role does personal experience play in shaping your moral beliefs?,education,database_export
2161,What's your philosophy about moral obligations to people you've never met?,education,database_export
2162,How do you handle moral responsibility for unintended consequences of your actions?,education,database_export
2163,What role does forgiveness play in your approach to moral failings?,education,database_export
2167,What role does reason versus emotion play in your moral judgments?,education,database_export
2168,How do you approach moral issues involving animals and environmental ethics?,education,database_export
2170,How do you handle situations where being honest conflicts with being kind?,education,database_export
2179,What role does conscience play in your ethical decision-making?,education,database_export
2180,How do you approach moral issues involving healthcare and end-of-life decisions?,education,database_export
2183,What role does moral imagination play in your approach to ethical dilemmas?,education,database_export
2186,How do you balance moral idealism with practical limitations?,education,database_export
2187,What role does moral luck play in your judgment of yourself and others?,education,database_export
2190,How do you handle moral uncertainty when you must act despite incomplete information?,education,database_export
2192,How do you approach moral issues involving artificial intelligence and automation?,education,database_export
2193,What's your philosophy about the relationship between moral knowledge and moral action?,education,database_export
2194,How do you handle the moral burden of privilege and advantage?,education,database_export
2195,What do you believe is the most important moral insight humans need to embrace?,education,database_export
2199,"What spiritual practices, if any, bring you peace or connection?",education,database_export
2201,What's your perspective on the relationship between science and faith?,education,database_export
2202,How do you find transcendence or connection to something larger than yourself?,education,database_export
2203,"What role does prayer, meditation, or contemplation play in your life?",education,database_export
2204,How do you approach the mystery and unknown aspects of existence?,education,database_export
2207,What role does community play in your spiritual or philosophical life?,education,database_export
2210,How do you handle the problem of suffering in relation to your beliefs about ultimate reality?,education,database_export
2217,What's your experience with moments of spiritual or mystical insight?,education,database_export
2218,How do you handle the ethical teachings of religious traditions you don't fully embrace?,education,database_export
2221,What's your perspective on religious or spiritual conversion experiences?,education,database_export
2223,What role does gratitude play in your spiritual practice or worldview?,education,database_export
2225,"What's your relationship with concepts like karma, providence, or cosmic justice?",education,database_export
2226,How do you find spiritual nourishment in secular contexts?,education,database_export
2228,How do you approach the historical and cultural context of religious beliefs?,education,database_export
2232,How do you approach the question of whether humans have souls?,education,database_export
2235,What role does humility play in your approach to spiritual questions?,education,database_export
2236,How do you approach the relationship between individual spirituality and organized institutions?,education,database_export
2237,What's your perspective on whether spiritual truth can be found through reason alone?,education,database_export
2239,What role does silence or solitude play in your spiritual understanding?,education,database_export
2243,What role does love play in your understanding of ultimate reality?,education,database_export
2244,How do you balance respect for religious traditions with personal spiritual exploration?,education,database_export
2245,What's the most profound spiritual insight or realization you've had in your life?,education,database_export
2248,How do you handle information that contradicts your existing beliefs?,education,database_export
2250,How do you approach decisions when you lack sufficient information?,education,database_export
2257,What's your process for questioning assumptions you've held for a long time?,education,database_export
2259,What role does consultation with others play in your decision-making?,education,database_export
2262,How do you distinguish between correlation and causation in everyday reasoning?,education,database_export
2263,What role does precedent play in your decision-making process?,education,database_export
2264,How do you handle decisions where timing is critical?,education,database_export
2266,How do you approach problems that seem to have no good solutions?,education,database_export
2267,What role does risk tolerance play in your decision-making?,education,database_export
2269,What's your approach to decisions that involve moral or ethical dimensions?,education,database_export
2270,How do you handle pressure from others when making personal decisions?,education,database_export
2271,What role does past experience play in your current decision-making?,education,database_export
2276,How do you handle decisions when your head and heart point in different directions?,education,database_export
2283,What role does perfectionism play in your decision-making process?,education,database_export
2284,How do you handle decisions when you're under emotional stress?,education,database_export
2287,What role does mental modeling or scenario planning play in your thinking?,education,database_export
2289,What's your process for determining when you have enough information to decide?,education,database_export
2290,How do you handle the paralysis that can come from too many options?,education,database_export
2291,What role does accountability to others play in your decision-making?,education,database_export
2292,How do you approach decisions involving irreversible consequences?,education,database_export
2294,How do you balance confidence in your judgment with appropriate humility?,education,database_export
2295,What's the most important lesson you've learned about making better decisions?,education,database_export
2299,How do you approach subjects that initially seem boring or irrelevant?,education,database_export
2300,What role does questioning play in your intellectual development?,education,database_export
2302,What's the most surprising intellectual connection you've made between different fields?,education,database_export
2306,What role does intellectual risk-taking play in your personal growth?,education,database_export
2307,How do you maintain beginner's mind when approaching familiar subjects?,education,database_export
2310,What intellectual habit has been most valuable in your personal development?,education,database_export
2315,How do you cultivate intellectual courage in controversial or difficult topics?,education,database_export
2318,What's your method for tracking and building on intellectual insights?,education,database_export
2321,How do you approach learning from people whose views you strongly disagree with?,education,database_export
2322,What's the most valuable intellectual skill you've developed as an adult?,education,database_export
2324,What role does intellectual patience play in deep understanding?,education,database_export
2335,How do you handle the loneliness that can come with deep intellectual pursuits?,education,database_export
2339,How do you handle the gap between your intellectual aspirations and current abilities?,education,database_export
2340,What role does intellectual mentorship play in your continued growth?,education,database_export
2341,"How do you approach learning that challenges not just what you think, but how you think?",education,database_export
2342,What's the most intellectually transformative experience you've had?,education,database_export
2344,What intellectual legacy do you hope to leave behind?,education,database_export
2346,"How has your relationship with your body changed throughout your life, and what would you tell your younger self about self-acceptance?",personal,database_export
2347,"What does mental peace look like for you, and what practices or beliefs help you maintain it during turbulent times?",personal,database_export
2348,Describe a time when you had to heal from something that seemed impossible to recover from. What did that journey teach you?,personal,database_export
2349,How do you find dignity and purpose when your body can no longer do what it once could?,personal,database_export
2350,What does it mean to live a healthy life beyond just physical health? How do you nourish your soul?,personal,database_export
2351,How have serious illness or medical scares changed your perspective on what truly matters in life?,personal,database_export
2352,What have you learned about love and sacrifice through caring for someone who was ill or aging?,personal,database_export
2353,"How do you distinguish between productive worry and destructive anxiety, and what helps you stay grounded?",personal,database_export
2354,How has addiction (your own or a loved one's) taught you about the complexity of human struggle and redemption?,personal,database_export
2355,What has your body taught you about listening to yourself that your mind couldn't learn on its own?,personal,database_export
2356,How do you find meaning and joy when living with chronic pain or persistent health challenges?,personal,database_export
2357,"How has society's understanding of mental health changed during your lifetime, and what still needs to change?",personal,database_export
2358,"What does authentic self-care look like for you, beyond trendy wellness practices?",personal,database_export
2359,"How do you make difficult medical decisions when there are no clear right answers, especially regarding end-of-life care?",personal,database_export
2360,"What keeps you feeling alive and vital, regardless of your age or physical condition?",personal,database_export
2361,What surprised you most about the aging process that no one had prepared you for?,personal,database_export
2362,"How has your perception of time changed as you've gotten older, and what does this teach you about living fully?",personal,database_export
2363,"How do you want to be remembered, and what are you doing now to create that legacy?",personal,database_export
2364,"When did you first truly understand that you would die, and how did that realization change how you live?",personal,database_export
2365,What wisdom do you possess now that you desperately wish you had understood in your twenties?,personal,database_export
2366,"If you could go back and live one decade of your life again, which would it be and what would you do differently?",personal,database_export
2367,How has losing people you love changed your understanding of what it means to be alive?,personal,database_export
2368,How do you maintain dignity and self-worth as your body becomes less capable than it once was?,personal,database_export
2369,"How do you want to spend your final days, and what preparations are you making for that time?",personal,database_export
2370,"When you look back on your life, what patterns do you see that you weren't aware of while living them?",personal,database_export
2371,"If you could live forever, would you want to? What would you fear about immortality?",personal,database_export
2372,"What does it mean to age gracefully, and who in your life has modeled this for you?",personal,database_export
2373,What would you need to accomplish or experience to feel that your life was complete?,personal,database_export
2374,"How do you bridge the gap between your generation and younger ones, and what do you learn from them?",personal,database_export
2375,How does knowing that your time is limited change the way you spend each day?,personal,database_export
2376,"What aspect of death frightens you most, and what gives you peace about it?",personal,database_export
2377,"Which phase of your life felt most authentically ""you,"" and why?",personal,database_export
2378,What do you understand about life now that you could never have comprehended when you were younger?,personal,database_export
2379,How do you hope younger generations will build upon or differ from your generation's approach to life?,personal,database_export
2380,What gifts has the awareness of mortality given you that immortal beings could never understand?,personal,database_export
2381,What conversations are you having now that you wish you had started years ago?,personal,database_export
2382,"Why does time seem to move faster as you age, and how do you slow it down?",personal,database_export
2383,How are you preparing emotionally and spiritually for your own death?,personal,database_export
2384,What patterns or wounds from previous generations are you working to heal so they don't pass to the next?,personal,database_export
2385,"If your life were a book, what would you title each chapter, and what chapter are you writing now?",personal,database_export
2386,What impact do you hope to have on the world that will outlast your physical existence?,personal,database_export
2387,What values or traditions do you hope your family will carry forward long after you're gone?,personal,database_export
2388,"Describe a time when you made a difference in someone's life that they may not even remember, but you'll never forget.",personal,database_export
2389,How do you think the small kindnesses you've shown have rippled outward in ways you'll never know?,personal,database_export
2390,"What work or contribution are you most proud of, whether or not it was recognized by others?",personal,database_export
2391,"What knowledge, skills, or wisdom are you making sure to pass down before it's too late?",personal,database_export
2392,Describe a time when you changed someone's perspective or helped them see something in a new way.,personal,database_export
2393,How do you want to be remembered by your community or society at large?,personal,database_export
2394,"What have you created—whether art, ideas, relationships, or innovations—that brings beauty or goodness into the world?",personal,database_export
2395,"Who have you mentored or guided, and what did you learn about yourself through helping them?",personal,database_export
2396,"How have you contributed to or influenced your culture, community, or field of work?",personal,database_export
2397,"What healing have you brought to the world, whether through your presence, work, or relationships?",personal,database_export
2398,"How do you hope people will be inspired by your life story, including both your struggles and triumphs?",personal,database_export
2399,How is the next generation better off because of your influence and contributions?,personal,database_export
2400,How has the love you've given and received changed the world in ways both seen and unseen?,personal,database_export
2401,What mark have you left on your profession or field that will benefit others who come after you?,personal,database_export
2402,"What kind of world are you leaving for future generations, and what responsibility do you feel for that?",personal,database_export
2403,What aspects of your character do you hope will live on in the people whose lives you've touched?,personal,database_export
2404,"What problems have you helped solve, and what problems are you still working to address?",personal,database_export
2405,"What legacy do you regret not being able to leave, and is it still possible to create it?",personal,database_export
2406,"What is your deepest regret, and how has living with it changed you as a person?",personal,database_export
2407,Describe a door that closed in your life that you still wonder about. What might have been?,personal,database_export
2408,"What did you never get to say to someone who mattered to you, and how does that silence affect you?",personal,database_export
2409,What risk did you choose not to take that you still think about? Do you regret playing it safe?,personal,database_export
2410,"Is there a relationship you wish you had handled differently, and what would you change if you could?",personal,database_export
2411,"If you could go back and choose a completely different career path, what would it be and why?",personal,database_export
2412,Who do you need to forgive—including yourself—and what's preventing you from doing it?,personal,database_export
2413,"What period of your life do you feel you wasted, and what wisdom did you eventually gain from that experience?",personal,database_export
2414,"If you could go back and make one different choice that would change the trajectory of your entire life, what would it be?",personal,database_export
2415,"When did you lack the courage to do what you knew was right, and how has that failure shaped your values?",personal,database_export
2416,"Is there someone you owe an apology to, and what's keeping you from giving it?",personal,database_export
2417,"What dream did you give up on that still calls to your heart, and is it truly too late?",personal,database_export
2418,Tell me about a love you let slip away. What did that teach you about the fragility of connection?,personal,database_export
2419,What mistake are you grateful for because of what it taught you or where it led you?,personal,database_export
2420,"If you had lived a completely different life, what aspects of your current self would you want to remain the same?",personal,database_export
2421,"What dream from your youth do you still carry with you, even if it seems impossible now?",personal,database_export
2422,"If you knew you had exactly five more years to live, what would you spend that time trying to accomplish?",personal,database_export
2423,What creative work or artistic expression have you always wanted to pursue but never made time for?,personal,database_export
2424,"What place in the world calls to your soul, and what do you imagine you'd find or feel there?",personal,database_export
2425,What knowledge or skill do you wish you could master before your time is up?,personal,database_export
2426,What kind of relationship or connection are you still hoping to experience in your life?,personal,database_export
2427,"How do you still hope to make the world a better place, regardless of your age or circumstances?",personal,database_export
2428,What aspect of yourself do you still hope to transform or improve?,personal,database_export
2429,"What adventure or experience would make you feel most alive, even if it seems impractical now?",personal,database_export
2430,What do you hope to see or experience with your family before your time with them ends?,personal,database_export
2431,What spiritual understanding or connection are you still seeking in your life?,personal,database_export
2432,What's on your bucket list that would surprise people who know you well?,personal,database_export
2433,"What new beginning or fresh start are you still open to, even at your current stage of life?",personal,database_export
2434,"What would you attempt if you knew you could not fail, and what stops you from trying anyway?",personal,database_export
2435,What do you dream of creating or accomplishing that would outlast your lifetime?,personal,database_export
2436,"What is your deepest, most primal fear, and how do you live courageously despite it?",personal,database_export
2437,"What aspect of aging frightens you most, and how are you preparing to face it with dignity?",personal,database_export
2438,Do you ever fear that your life lacks meaning or significance? How do you address this existential anxiety?,personal,database_export
2439,What frightens you most about the possibility of ending up alone or forgotten?,personal,database_export
2440,"How has fear of failure held you back, and what would you do if that fear disappeared?",personal,database_export
2441,"What makes you most vulnerable, and how do you find strength in that vulnerability?",personal,database_export
2442,"What loss would devastate you most, and how do you love fully while knowing loss is inevitable?",personal,database_export
2443,"How does fear of judgment influence your choices, and when have you found the courage to ignore what others think?",personal,database_export
2444,"What change in your life are you most afraid of, and what would help you embrace it instead of resist it?",personal,database_export
2445,How do you find peace with the fundamental uncertainty and mystery of existence?,personal,database_export
2446,"What aspects of your personality have remained constant throughout your life, and what has evolved?",personal,database_export
2447,"What character flaw do you struggle with most, and how has it both hindered and helped you?",personal,database_export
2448,"What part of yourself do you keep hidden from most people, and why?",personal,database_export
2449,How do you know when you're acting in alignment with your true character versus when you're compromising yourself?,personal,database_export
2450,What aspects of human nature that you dislike in others do you recognize in yourself?,personal,database_export
2451,What personality traits do you consider your greatest gifts to offer the world?,personal,database_export
2452,Describe a time when you acted in a way that surprised you and revealed something new about your character.,personal,database_export
2453,"When do you feel most like your authentic self, and what environments or relationships bring that out?",personal,database_export
2454,"What contradictions exist within your personality, and how do you reconcile them?",personal,database_export
2455,What aspects of your character do you most hope to pass on to others through your example?,personal,database_export
2456,How do you honor and connect with your ancestral heritage while living in the present day?,personal,database_export
2457,How has your cultural identity evolved as you've lived through changing social and political landscapes?,personal,database_export
2458,What cultural traditions or practices are you working to preserve for future generations?,personal,database_export
2459,"How do you serve as a bridge between different cultures, generations, or communities?",personal,database_export
2460,Have you ever felt caught between different cultural identities or expectations? How did you navigate that?,personal,database_export
2461,What gifts has your cultural background given you that you're most grateful for?,personal,database_export
2462,What cultural wounds or historical traumas are you working to heal within yourself or your community?,personal,database_export
2463,"What aspect of your cultural identity fills you with the most pride, and how do you share that with others?",personal,database_export
2464,How have relationships with people from different cultures enriched your understanding of humanity?,personal,database_export
2465,What responsibility do you feel to represent or speak for your cultural community?,personal,database_export
2466,What social injustice have you witnessed that changed how you see the world and your role in it?,personal,database_export
2467,How has your understanding of privilege and inequality evolved throughout your lifetime?,personal,database_export
2468,"What responsibility do you feel toward your community, and how do you fulfill it?",personal,database_export
2469,What social change have you witnessed in your lifetime that gives you hope for humanity?,personal,database_export
2470,Describe a time when you stood up for someone or something despite personal cost or risk.,personal,database_export
2471,How do you maintain relationships and find common ground with people whose political or social views oppose yours?,personal,database_export
2472,"What systemic problem in society concerns you most, and what small part are you playing in addressing it?",personal,database_export
2473,How has experiencing or witnessing discrimination shaped your values and actions?,personal,database_export
2474,What aspect of human social progress are you most proud to have been part of or witnessed?,personal,database_export
2475,"What kind of society do you hope future generations will build, and what foundation are you helping to lay?",personal,database_export
2476,"How do you build empathy and understanding across social, economic, or cultural divides?",personal,database_export
2477,What does it mean to be a responsible citizen and member of society in today's world?,personal,database_export
2478,How do you balance individual needs and desires with collective responsibility and action?,personal,database_export
2479,What role do you play in healing social wounds and divisions in your community or society?,personal,database_export
2480,"What cause or group of people do you feel called to advocate for, and why?",personal,database_export
2481,What gives you hope for the future of humanity despite current challenges and conflicts?,personal,database_export
2482,How do you think technology will change what it means to be human in the next 50 years?,personal,database_export
2483,"What kind of planet are we leaving for future generations, and what responsibility do you feel for that legacy?",personal,database_export
2484,What wisdom from your generation must not be lost as the world changes and progresses?,personal,database_export
2485,How do you stay flexible and adaptable as the world changes around you?,personal,database_export
2486,"What do you admire most about younger generations, and what concerns you most about their future?",personal,database_export
2487,How will human relationships and connections evolve in an increasingly digital world?,personal,database_export
2488,What values do you hope will become more important in future societies?,personal,database_export
2489,"How are you still growing and changing, even at your current stage of life?",personal,database_export
2490,"What healing does humanity most need, and how can individuals contribute to that healing?",personal,database_export
2491,"What changes in the world do you find hardest to accept, and how do you find peace with them?",personal,database_export
2492,How do you ensure that positive changes you've witnessed or contributed to continue after you're gone?,personal,database_export
2493,"How do you define progress, and do you think humanity is moving in the right direction?",personal,database_export
2494,How has your perspective on time and the pace of change evolved as you've aged?,personal,database_export
2495,How do you maintain hope and optimism while acknowledging the serious challenges facing humanity?,personal,database_export
2496,"What change do you still hope to be a catalyst for, regardless of your age or circumstances?",personal,database_export
2497,"How do you serve as a bridge between the past and the future, preserving wisdom while embracing progress?",personal,database_export
2498,"If you could implement one change that would improve the world for everyone, what would it be?",personal,database_export
2499,What evolution in human consciousness or society do you hope to see before your time ends?,personal,database_export
2500,"As you look toward the future and reflect on your life, what do you believe is the ultimate meaning of human existence?",personal,database_export
2501,What are three words others would use to describe you?,personal,database_export
2502,What's a habit you have that others might find unusual?,personal,database_export
2506,What are your biggest pet peeves?,personal,database_export
2507,How do you prefer to spend your free time?,personal,database_export
2509,How do you make important decisions?,personal,database_export
2516,How do you handle criticism?,personal,database_export
2521,How do you express creativity?,personal,database_export
2523,How do you handle change?,personal,database_export
2528,What's your relationship with money?,personal,database_export
2530,What's your natural leadership style?,personal,database_export
2541,What energizes you most?,personal,database_export
2542,What drains your energy quickly?,personal,database_export
2543,How do you show affection to others?,personal,database_export
2550,What's your natural rhythm during the day?,personal,database_export
2552,What makes you feel most like yourself?,personal,database_export
2555,How do you recharge after a difficult day?,personal,database_export
2557,How do you handle being the center of attention?,personal,database_export
2570,What's your approach to conflict?,personal,database_export
2574,What's your sense of humor like?,personal,database_export
2575,What do you do when you need to cheer yourself up?,personal,database_export
2593,How do you typically react when you're stressed?,personal,database_export
2619,How do you deal with uncertainty?,personal,database_export
2646,What role does spontaneity play in your life?,personal,database_export
2667,What's your biggest strength?,personal,database_export
2684,What makes you laugh without fail?,personal,database_export
2698,What's a weakness you're working on?,personal,database_export
2721,Describe a moment that changed your perspective on life.,personal_history,database_export
2726,What's a lesson you learned the hard way?,personal_history,database_export
2727,Tell me about a time you helped a stranger.,personal_history,database_export
2728,What's your most cherished family tradition?,personal_history,database_export
2732,What's a childhood adventure you'll never forget?,personal_history,database_export
2733,Describe a moment that made you cry happy tears.,personal_history,database_export
2740,What's your favorite family story?,personal_history,database_export
2747,Tell me about meeting someone who became important to you.,personal_history,database_export
2752,What's a smell that instantly brings back memories?,personal_history,database_export
2753,Tell me about a time you felt truly brave.,personal_history,database_export
2755,Describe your most memorable birthday.,personal_history,database_export
2761,Tell me about a time you overcame fear.,personal_history,database_export
2766,What's a time you stood up for something you believed in?,personal_history,database_export
2767,Describe your most memorable meal.,personal_history,database_export
2768,What's a skill you're proud of learning?,personal_history,database_export
2771,Describe a moment of perfect happiness.,personal_history,database_export
2773,Tell me about a teacher who made a difference.,personal_history,database_export
2774,What's your most embarrassing moment that you can laugh about now?,personal_history,database_export
2775,Describe a time nature took your breath away.,personal_history,database_export
2779,Describe a perfect ordinary day from your past.,personal_history,database_export
2784,What's the most beautiful place you've ever seen?,personal_history,database_export
2790,What's the best advice you've ever received?,personal_history,database_export
2794,What's the most unexpected thing that ever happened to you?,personal_history,database_export
2795,Tell me about your first day at a new job or school.,personal_history,database_export
2799,Tell me about a time you got lost (literally or figuratively).,personal_history,database_export
2802,What's something you wish you could experience again?,personal_history,database_export
2806,What's a tradition you started?,personal_history,database_export
2840,What's your earliest clear memory?,personal_history,database_export
2879,Describe a moment when you felt completely at peace.,personal_history,database_export
2898,What's a challenge that made you stronger?,personal_history,database_export
2935,How do you like to end your day?,daily_life,database_export
2936,What's your favorite room in your home and why?,daily_life,database_export
2937,Describe your perfect weekend.,daily_life,database_export
2938,What's a small daily pleasure you look forward to?,daily_life,database_export
2941,How do you stay connected with friends and family?,daily_life,database_export
2942,What's your relationship with technology?,daily_life,database_export
2943,How do you handle household chores?,daily_life,database_export
2944,What's your bedtime routine?,daily_life,database_export
2945,How do you like to celebrate small victories?,daily_life,database_export
2946,What's your favorite season and how do you embrace it?,daily_life,database_export
2947,How do you make your living space feel like home?,daily_life,database_export
2949,How do you handle busy days?,daily_life,database_export
2950,What's a routine that keeps you grounded?,daily_life,database_export
2952,What's your favorite way to spend a quiet evening?,daily_life,database_export
2953,How do you stay organized (or embrace chaos)?,daily_life,database_export
2955,How do you prepare for the week ahead?,daily_life,database_export
2956,What makes your house feel welcoming?,daily_life,database_export
2957,How do you handle unexpected changes to your routine?,daily_life,database_export
2958,What's your favorite type of weather and what do you do in it?,daily_life,database_export
2961,How do you create comfort in your daily life?,daily_life,database_export
2962,What's a habit that makes your day better?,daily_life,database_export
2964,What does your ideal morning look like?,daily_life,database_export
2970,What's your approach to cooking and eating?,daily_life,database_export
2978,What's your approach to staying healthy?,daily_life,database_export
2989,How do you balance solitude and socializing?,daily_life,database_export
2990,What's your approach to shopping and errands?,daily_life,database_export
3071,How do you treat yourself on tough days?,daily_life,database_export
3083,How do you practice self-care in small ways?,daily_life,database_export
3174,What principles guide your decisions?,philosophy_values,database_export
3175,What does success mean to you?,philosophy_values,database_export
3178,What role does faith or spirituality play in your life?,philosophy_values,database_export
3179,What do you believe about human nature?,philosophy_values,database_export
3180,How do you approach ethical dilemmas?,philosophy_values,database_export
3181,What's your perspective on material possessions?,philosophy_values,database_export
3182,What does family mean to you?,philosophy_values,database_export
